RecNum, LahmanID, Year, Team, Lg
3685,jordabr01,1999,ATL,N
3686,sheffga01,1999,LA,N
3687,coneda01,1999,NY,A
3688,mussimi01,1999,BAL,A
3689,nagych01,1999,CLE,A
3690,rosadjo01,1999,KC,A
3691,hernaro01,1999,TB,A
3692,percitr01,1999,ANA,A
3693,riverma01,1999,NY,A
3694,wettejo01,1999,TEX,A
3695,zimmeje01,1999,TEX,A
3696,ashbyan01,1999,SD,N
3697,botteke01,1999,STL,N
3698,byrdpa01,1999,PHI,N
3699,hamptmi01,1999,HOU,N
3700,johnsra05,1999,ARI,N
3701,limajo01,1999,HOU,N
3702,millwke01,1999,ATL,N
3703,hoffmtr01,1999,SD,N
3704,nenro01,1999,SF,N
3705,wagnebi02,1999,HOU,N
3706,willisc01,1999,CIN,N
3707,nilssda01,1999,MIL,N
